Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Cor (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
anamnese-de-tratamentos-de-radiofrequencia,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Tratamentos_de_radiofrequ_ncia_2.webp?v=1749154381,2,Anamnese de Tratamentos de radiofrequência ,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-tratamentos-de-radiofrequencia,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Tratamentos_de_radiofrequ_ncia_3.webp?v=1749154389,3,Anamnese de Tratamentos de radiofrequência ,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-tratamentos-de-radiofrequencia,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-tratamentos-de-radiofrequencia,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-depilacao-a-laser,"Anamnese de Depilação a laser   • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética facial e corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","anamnesecorporal, anamnesefacial, product",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Depila_o_a_laser.webp?v=1749154330,1,Anamnese de Depilação a laser,false,Anamnese de Depilação a laser ,"Anamnese de Depilação a laser com verso com plano de tratamento, pagamento e consentimento. Enviamos para todo o Brasil.",,,,,,,,,,,,,,,kg,,,active
anamnese-de-depilacao-a-laser,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Depila_o_a_laser_2.webp?v=1749154339,2,Anamnese de Depilação a laser,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-depilacao-a-laser,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_Depila_o_a_laser_3.webp?v=1749154348,3,Anamnese de Depilação a laser,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-depilacao-a-laser,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-depilacao-a-laser,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-microagulhamento,"Anamnese de microagulhamento   • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética facial e corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","anamnesecorporal, anamnesefacial, product",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_microagulhamento.webp?v=1749154288,1,Anamnese de microagulhamento,false,Anamnese de microagulhamento,"Anamnese de microagulhamento com verso com plano de tratamento, pagamento e consentimento. Enviamos para todo o Brasil.",,,,,,,,,,,,,,,kg,,,active
anamnese-de-microagulhamento,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_microagulhamento_2.webp?v=1749154297,2,Anamnese de microagulhamento,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-microagulhamento,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_microagulhamento_3.webp?v=1749154306,3,Anamnese de microagulhamento,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-microagulhamento,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-microagulhamento,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-criolipolise,"Anamnese de criolipólise  • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética facial e corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","anamnesecorporal, anamnesefacial, product",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_criolip_lise.webp?v=1749154242,1,Anamnese de criolipólise,false,Anamnese de criolipólise,"Anamnese de Harmonização Glútea  com verso com plano de tratamento, pagamento e consentimento. Enviamos para todo o Brasil.",,,,,,,,,,,,,,,kg,,,active
anamnese-de-criolipolise,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_criolip_lise_2.webp?v=1749154253,2,Anamnese de criolipólise,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-criolipolise,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_criolip_lise_3.webp?v=1749154263,3,Anamnese de criolipólise,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-criolipolise,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-de-criolipolise,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-preenchedores-injetaveis,"Anamnese de preenchimento facial com ácido hialurônico  • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética facial e corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",med logos,Office Supplies > General Office Supplies > Paper Products > Stationery,"","anamnesecorporal, anamnesefacial, product",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_preenchimento_facial_com_cido_hialur_nico.webp?v=1749155191,1,Anamnese de preenchimento facial com ácido hialurônico,false,Anamnese de preenchimento facial com ácido hialurônico,Anamnese de injetáveis de estética avançada. Ficha clínica para preenchimento e harmonização.,,,,,,,,,,,,,,,kg,,,active
anamnese-preenchedores-injetaveis,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/2-Anamnese_de_preenchimento_facial_com_cido_hialur_nico.webp?v=1749155207,2,Anamnese de preenchimento facial com ácido hialurônico,,,,,,,,,,,,,,,,,,kg,,,
anamnese-preenchedores-injetaveis,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_de_preenchimento_facial_com_cido_hialur_nico_3.webp?v=1749155217,3,Anamnese de preenchimento facial com ácido hialurônico,,,,,,,,,,,,,,,,,,kg,,,
anamnese-preenchedores-injetaveis,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-preenchedores-injetaveis,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-harmonizacao-glutea,"Anamnese Harmonização Glútea • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética facial e corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","anamnesecorporal, anamnesefacial, product",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_Harmoniza_o_Gl_tea.webp?v=1749154205,1,Anamnese Harmonização Glútea,false,Anamnese Harmonização Glútea,"Anamnese de Harmonização Glútea  com verso com plano de tratamento, pagamento e consentimento. Enviamos para todo o Brasil.",,,,,,,,,,,,,,,kg,,,active
anamnese-harmonizacao-glutea,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_Harmoniza_o_Gl_tea_2.webp?v=1749154216,2,Anamnese Harmonização Glútea,,,,,,,,,,,,,,,,,,kg,,,
anamnese-harmonizacao-glutea,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_Harmoniza_o_Gl_tea_3.webp?v=1749154225,3,Anamnese Harmonização Glútea,,,,,,,,,,,,,,,,,,kg,,,
anamnese-harmonizacao-glutea,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-harmonizacao-glutea,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-botox-toxina-botulinica,"Anamnese Botox Toxina Botulínica • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética facial e corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","anamnesecorporal, anamnesefacial, fichasbotox, product",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_Botox_Toxina_Botul_nica.webp?v=1749154990,1,Anamnese Botox Toxina Botulínica,false,Anamnese Botox Toxina Botulínica,"Anamnese de botox para estética avançada  com verso com plano de tratamento, pagamento e consentimento. Enviamos para todo o Brasil.  Gráfica e papelaria especializada.",,,,,,,,,,,,,,,kg,,,active
anamnese-botox-toxina-botulinica,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/2-Anamnese_Botox_Toxina_Botul_nica.webp?v=1749155011,2,Anamnese Botox Toxina Botulínica,,,,,,,,,,,,,,,,,,kg,,,
anamnese-botox-toxina-botulinica,,,,,,,,,3 Blocos,,,,,,,,,2000.0,,0,deny,manual,368.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_Botox_Toxina_Botul_nica_3.webp?v=1749155022,3,Anamnese Botox Toxina Botulínica,,,,,,,,,,,,,,,,,,kg,,,
anamnese-botox-toxina-botulinica,,,,,,,,,5 Blocos,,,,,,,,,3500.0,,0,deny,manual,598.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-botox-toxina-botulinica,,,,,,,,,10 Blocos,,,,,,,,,6500.0,,0,deny,manual,998.90,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
anamnese-peim-e-intradermoterapia,"Anamnese PEIM e Intradermoterapia • Verso com plano de tratamento, pagamento e consentimento","<div><strong>1. Qualidade incomparável</strong></div>
<div>
<span></span><br>
</div>
<div>
<span>A anamnese estética facial e corporal, com verso com plano de tratamento, pagamento e consentimento é impressa em papel offset paperfect® com 90g/m².<br><br>Cada bloco contém 100 folhas em formato A4 (20x30cm) com impressão frente e verso.<br><br>Você conta com um cuidadoso acabamento, alto índice de lisura, opacidade, alvura e corpo, com alta nitidez e qualidade diferenciada. <br><br></span>
<div>
<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<p data-end=""495"" data-start=""457""><strong data-end=""495"" data-start=""461"">2. Personalização profissional</strong></p>
<p class="""" data-end=""551"" data-start=""497"">Você pode personalizar seu material de três formas:</p>
<ul data-end=""937"" data-start=""553"">
<li class="""" data-end=""666"" data-start=""553"">
<p class="""" data-end=""666"" data-start=""555""><strong data-end=""591"" data-start=""555"">Adquirindo um logotipo exclusivo</strong><span> </span>em nossa loja — utilizamos sua nova identidade visual e paleta de cores;</p>
</li>
<li class="""" data-end=""824"" data-start=""667"">
<p class="""" data-end=""824"" data-start=""669""><strong data-end=""706"" data-start=""669"">Enviando um logotipo já existente</strong>, preferencialmente em formato vetorial (Corel Draw ou Illustrator) ou PNG de alta resolução com fundo transparente;</p>
</li>
<li class="""" data-end=""937"" data-start=""825"">
<p class="""" data-end=""937"" data-start=""827""><strong data-end=""879"" data-start=""827"">Anexando até 3 arquivos da sua identidade visual</strong>, para garantir um layout totalmente alinhado à sua marca.</p>
</li>
</ul>
<p class="""" data-end=""1134"" data-start=""939"">Você receberá a arte para aprovação via WhatsApp em até<span> </span><strong data-end=""1011"" data-start=""995"">2 dias úteis</strong>, com possibilidade de ajustes antes da produção.<br><br data-end=""1063"" data-start=""1060""><strong>Não é possível fracionar a quantidade com dados / artes diferentes.</strong></p>
<p data-end=""1153"" data-start=""1136""><strong data-end=""1153"" data-start=""1140"">3. Prazos</strong></p>
<p class="""" data-end=""1200"" data-start=""1155"">Produção em até 12 dias úteis + Correios.</p>
</div>
</div>
</div>",Gráfica Harmonize,Office Supplies > General Office Supplies > Paper Products > Stationery,"","anamnesecorporal, anamnesefacial, product",true,BLOCOS COM 100 FOLHAS,1 Bloco,,,,,,,,,650.0,,0,deny,manual,189.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_PEIM_e_Intradermoterapia.webp?v=1749154142,1,Anamnese PEIM e Intradermoterapia,false,Anamnese PEIM e Intradermoterapia,"Anamnese de Harmonização Facial  com verso com plano de tratamento, pagamento e consentimento. Enviamos para todo o Brasil.",,,,,,,,,,,,,,,kg,,,active
anamnese-peim-e-intradermoterapia,,,,,,,,,2 Blocos,,,,,,,,,1300.0,,0,deny,manual,293.90,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0686/8379/2622/files/Anamnese_PEIM_e_Intradermoterapia_3.webp?v=1749154176,2,Anamnese PEIM e Intradermoterapia,,,,,,,,,,,,,,,,,,kg,,,
